Claim_ID,Customer_ID,Policy_Number,Age,Gender,Region,Policy_Type,Premium_Amount,Coverage_Amount,Claim_Amount,Claim_Type,Credit_Score
CLM005900,CUST002741,POL0708814,56,Female,North,Home,3593.99,28557.65,22058.71,Property,488
CLM005905,CUST009423,POL0711101,21,Male,West,Auto,2660.62,55852.45,10267.47,Medical,398
CLM005911,CUST010082,POL0708050,21,Female,North,Auto,4224.11,23850.71,29191.37,Property,687
CLM005914,CUST002315,POL0478909,30,Female,West,Home,3538.3,31435.04,37357.68,Theft,789
CLM005921,CUST002359,POL0436992,27,Male,South,Home,2059.59,9097.6,32877.91,Medical,625
CLM005931,CUST006408,POL0023193,55,Female,South,Home,2136.97,75233.01,7892.19,Theft,316
CLM005937,CUST011358,POL0160766,72,Male,South,Auto,747.7,89505.63,36832.21,Accident,331
CLM005939,CUST004018,POL0384912,35,Male,West,Health,903.68,85802.16,28278.62,Property,514
CLM005959,CUST003940,POL0722042,69,Male,East,Life,4927.83,44738.38,36997.27,Medical,547
CLM005967,CUST016842,POL0552896,33,Female,West,Health,347.32,26089.66,38236.57,Theft,658
CLM005971,CUST012689,POL0458217,32,Female,East,Health,2466.53,90094.2,41684.22,Property,809
CLM005972,CUST014860,POL0864169,41,Male,West,Home,3948.9,7887.38,11232.7,Medical,822
CLM005973,CUST013039,POL0150046,18,Female,West,Life,1023.07,76410.16,43582.95,Property,777
CLM005974,CUST017005,POL0430699,43,Female,South,Auto,2882.7,30311.88,23718.57,Theft,653
CLM005988,CUST010930,POL0260379,18,Female,East,Health,2941.15,54608.4,1596.46,Theft,608
CLM005990,CUST002527,POL0139151,20,Female,West,Home,1938.08,74071.54,8010.57,Medical,351
CLM005991,CUST014688,POL0675757,18,Male,South,Life,3008.86,64121.01,46867.8,Accident,361
CLM005996,CUST011523,POL0474001,54,Male,North,Life,855.63,6887.32,29339.64,Accident,468
CLM005999,CUST012772,POL0798135,65,Male,South,Life,2469.08,8958.5,48911.74,Theft,559
CLM006006,CUST012303,POL0234153,37,Male,West,Health,3503.61,62961.07,21411.12,Theft,309
CLM006011,CUST000051,POL0714937,34,Male,West,Life,3670.05,61192.47,14298.05,Accident,535
CLM006019,CUST006581,POL0710170,36,Female,South,Home,3083.48,45657.18,22832.71,Accident,371
CLM006021,CUST004052,POL0088733,24,Female,North,Home,1147.94,47331.17,6264.32,Theft,327
CLM006029,CUST002145,POL0581399,74,Female,South,Home,2648.37,22144.42,17313.9,Medical,654
CLM006032,CUST003009,POL0095327,76,Male,West,Health,844.08,70159.47,10234.25,Medical,628
CLM006039,CUST016862,POL0406333,37,Male,East,Life,2414.98,15549.45,32062.3,Medical,836
CLM006042,CUST011317,POL0572273,78,Male,North,Life,393.9,7846.95,49792.42,Property,331
CLM006044,CUST009896,POL0376328,61,Female,West,Life,2050.22,49815.04,46943.5,Theft,423
CLM006045,CUST002828,POL0369503,57,Female,West,Health,788.21,15089.77,31730.14,Property,383
CLM006048,CUST001692,POL0525075,31,Female,North,Auto,2661.54,40235.08,43386.12,Theft,305
CLM006049,CUST013509,POL0807420,31,Female,West,Health,4147.29,65209.82,47042.85,Accident,771
CLM006052,CUST000325,POL0217608,46,Male,East,Life,1318.09,14384.98,18165.09,Property,481
CLM006058,CUST007116,POL0163464,33,Male,East,Health,2075.34,14593.92,27152.1,Medical,543
CLM006071,CUST004262,POL0405356,30,Female,South,Auto,1548.35,7443.93,39694.38,Theft,413
CLM006072,CUST012333,POL0817240,37,Female,South,Life,1150.98,14346.85,2030.97,Accident,502
CLM006073,CUST005822,POL0806047,19,Female,West,Auto,3941.73,96438.91,18513.76,Property,777
CLM006074,CUST008669,POL0426475,68,Male,North,Life,387.82,9796.82,7316.09,Accident,536
CLM006076,CUST012857,POL0255825,19,Male,East,Home,1880.47,74272.87,40028.53,Property,771
CLM006083,CUST019448,POL0507225,30,Female,South,Health,299.38,78961.59,25744.13,Accident,316
CLM006086,CUST018692,POL0456027,21,Female,West,Life,2347.68,50464.92,4858.37,Property,350
CLM006101,CUST006149,POL0128387,57,Female,North,Auto,1645.74,84539.83,38259.05,Accident,340
CLM006109,CUST012055,POL0257270,50,Female,East,Home,1179.73,43751.32,2536.88,Property,790
CLM006117,CUST011828,POL0733128,43,Female,North,Health,1231.56,96936.77,41012.54,Medical,418
CLM006122,CUST002605,POL0500175,27,Female,West,Life,1719.29,98897.63,20359.19,Property,340
CLM006131,CUST007454,POL0384566,24,Female,North,Home,2300.92,32330.24,12746.0,Theft,675
CLM006133,CUST017860,POL0618860,54,Female,East,Home,3420.03,98278.9,39081.19,Medical,759
CLM006139,CUST013928,POL0690540,20,Male,West,Life,205.41,10038.67,34026.07,Accident,471
CLM006153,CUST001502,POL0467304,62,Female,South,Life,3688.55,90152.44,3685.94,Theft,629
CLM006160,CUST015053,POL0452360,65,Female,West,Auto,2933.64,42614.07,17707.36,Accident,814
CLM006168,CUST017936,POL0010970,49,Female,North,Auto,660.42,43068.62,15968.64,Theft,694
CLM006169,CUST010441,POL0153896,61,Female,South,Life,1055.61,55238.61,45460.61,Theft,664
CLM006170,CUST018657,POL0594196,60,Male,South,Life,1271.29,97665.05,9016.81,Accident,513
CLM006172,CUST014845,POL0690481,21,Female,East,Auto,2171.3,7286.18,48141.64,Medical,535
CLM006176,CUST014539,POL0816699,22,Male,South,Life,1300.3,37284.55,10658.78,Theft,785
CLM006179,CUST003611,POL0434533,34,Male,North,Health,3075.39,61687.13,9544.61,Accident,631
CLM006185,CUST013180,POL0836351,50,Female,West,Health,1512.81,29923.03,29563.4,Theft,840
CLM006186,CUST009637,POL0297025,77,Female,South,Health,2587.67,73046.76,34578.34,Theft,785
CLM006190,CUST018651,POL0415776,25,Male,East,Auto,4384.41,72960.38,35901.76,Medical,431
CLM006192,CUST017979,POL0177704,30,Male,West,Life,4742.75,62375.78,18368.56,Medical,460
CLM006196,CUST000746,POL0514211,19,Female,North,Auto,3486.0,45698.59,26629.83,Theft,830
CLM006197,CUST010494,POL0160240,53,Male,East,Life,2176.64,33182.08,10446.07,Medical,777
CLM006200,CUST009554,POL0466528,55,Female,South,Auto,2959.23,8166.64,19354.09,Accident,712
CLM006202,CUST007045,POL0235447,35,Male,West,Auto,2213.89,50368.0,41981.21,Accident,498
CLM006203,CUST017875,POL0855692,75,Female,North,Auto,4682.7,29655.95,37131.84,Medical,711
CLM006204,CUST014375,POL0130233,42,Male,East,Auto,4219.8,27989.76,37945.01,Accident,434
CLM006208,CUST000914,POL0659159,20,Female,East,Health,2824.42,32295.16,42860.16,Medical,523
CLM006213,CUST010432,POL0741417,56,Male,North,Health,2462.11,66350.13,34214.13,Theft,651
CLM006214,CUST007348,POL0206958,73,Male,South,Auto,643.76,42785.7,19070.95,Theft,689
CLM006219,CUST012594,POL0331515,37,Male,East,Home,4692.75,86923.53,40128.68,Property,578
CLM006226,CUST002565,POL0394218,37,Female,South,Auto,796.24,40611.16,48820.98,Accident,815
CLM006235,CUST019890,POL0577188,22,Female,North,Health,1049.82,75052.53,32211.74,Property,751
CLM006256,CUST001471,POL0001124,52,Female,East,Auto,1178.44,43951.71,17145.15,Accident,716
CLM006271,CUST008204,POL0004848,72,Female,East,Home,2185.65,39687.53,6681.54,Theft,720
CLM006281,CUST018242,POL0353450,19,Male,East,Home,1683.88,16426.62,6045.85,Accident,419
CLM006283,CUST012770,POL0153959,46,Female,North,Life,4493.66,94064.16,2154.86,Medical,407
CLM006287,CUST010441,POL0283773,25,Male,North,Home,4486.02,62367.8,29037.5,Property,582
CLM006290,CUST000589,POL0200395,36,Male,East,Home,2801.17,14988.55,10568.45,Theft,637
CLM006291,CUST006792,POL0894662,26,Female,East,Home,3623.15,24928.2,10520.58,Theft,744
CLM006292,CUST001682,POL0068339,64,Female,South,Life,2408.07,71138.15,13910.57,Accident,392
CLM006298,CUST002116,POL0837258,67,Female,North,Health,2482.38,90786.22,24081.14,Property,338
CLM006300,CUST004756,POL0498196,66,Male,South,Health,2894.56,31504.7,5035.13,Medical,406
CLM006303,CUST009284,POL0253414,27,Female,South,Auto,2965.07,76273.0,15638.78,Theft,494
CLM006307,CUST000799,POL0481894,64,Female,West,Life,706.68,53968.58,42430.7,Property,314
CLM006308,CUST002691,POL0776840,57,Female,South,Health,3162.76,84373.43,22253.95,Theft,428
CLM006309,CUST001601,POL0448407,77,Female,East,Auto,2986.8,80623.75,29464.74,Property,817
CLM006310,CUST019407,POL0229635,48,Male,North,Home,1819.59,93476.59,7642.79,Theft,347
CLM006320,CUST003498,POL0146823,72,Male,East,Auto,3013.22,64937.37,44506.85,Medical,635
CLM006324,CUST007941,POL0808031,27,Male,North,Auto,1629.84,95951.58,21756.91,Property,644
CLM006330,CUST016186,POL0551357,29,Female,East,Life,1906.79,72293.35,24444.26,Theft,368
CLM006335,CUST010169,POL0802986,73,Female,East,Life,3376.95,32735.0,32994.45,Accident,487
CLM006340,CUST014185,POL0399432,60,Male,East,Life,3985.46,53244.6,40146.29,Theft,565
CLM006345,CUST011554,POL0724472,58,Male,East,Life,3652.56,14556.87,10735.6,Theft,712
CLM006346,CUST009741,POL0637273,48,Male,North,Life,4134.88,18780.93,1863.03,Property,539
CLM006349,CUST008192,POL0072447,33,Female,West,Home,3593.79,50949.2,10115.23,Property,548
CLM006350,CUST012982,POL0512462,22,Female,North,Auto,1984.82,40915.03,48754.88,Theft,547
CLM006354,CUST002483,POL0158273,68,Male,North,Health,4794.09,11204.99,3863.78,Property,839
CLM006355,CUST006596,POL0758237,28,Female,North,Health,4589.7,77589.55,41564.27,Theft,809
CLM006356,CUST003300,POL0595869,25,Female,East,Health,1876.47,26146.53,4783.18,Theft,437
CLM006365,CUST005382,POL0880155,62,Male,East,Health,1125.8,80973.53,29469.92,Accident,738
CLM006366,CUST009901,POL0466382,62,Male,West,Home,710.68,46290.8,1167.49,Theft,521
CLM006370,CUST015571,POL0893854,39,Male,West,Auto,467.02,7534.72,29751.03,Theft,740
CLM006385,CUST013863,POL0240976,56,Male,North,Home,3359.26,87102.37,18440.48,Property,373
CLM006386,CUST018925,POL0340457,48,Female,North,Life,1055.59,84253.47,35194.3,Property,836
CLM006388,CUST007217,POL0634576,60,Female,South,Home,4921.2,76646.91,5903.54,Theft,722
CLM006389,CUST014150,POL0552015,75,Male,North,Auto,808.36,87261.56,21715.0,Property,720
CLM006393,CUST006479,POL0581829,25,Female,West,Home,4012.25,86493.07,39053.78,Theft,383
CLM006400,CUST000941,POL0480807,21,Female,West,Home,3939.94,69358.65,36808.25,Theft,457
CLM006404,CUST003171,POL0474214,35,Female,East,Auto,3200.12,69444.14,45960.64,Accident,835
CLM006406,CUST016707,POL0669480,64,Male,East,Life,4841.19,10797.6,5642.11,Accident,302
CLM006408,CUST001211,POL0315206,43,Male,East,Health,2316.18,61957.36,49429.54,Medical,751
CLM006414,CUST005672,POL0378046,29,Female,West,Health,786.74,53501.64,15145.15,Medical,745
CLM006416,CUST007410,POL0391770,18,Male,West,Auto,475.27,13191.8,16314.05,Accident,747
CLM006423,CUST012164,POL0590526,76,Female,South,Health,4786.7,7944.92,31995.29,Accident,404
CLM006430,CUST002109,POL0804113,36,Male,East,Life,3174.11,12736.18,27442.43,Medical,394
CLM006431,CUST014836,POL0031899,38,Male,West,Auto,4836.94,99678.84,35387.85,Medical,430
CLM006436,CUST009760,POL0339479,21,Female,East,Life,3042.37,58751.38,2407.67,Theft,832
CLM006437,CUST019020,POL0093924,79,Male,West,Home,1383.53,72616.73,3057.07,Accident,836
CLM006441,CUST001149,POL0014574,47,Female,West,Health,2008.08,27595.62,10373.15,Accident,495
CLM006450,CUST016719,POL0452709,69,Female,North,Auto,4908.53,5259.63,40728.61,Theft,572
CLM006460,CUST019520,POL0399510,47,Female,South,Life,4853.0,69029.71,16112.85,Theft,462
CLM006473,CUST018304,POL0542201,78,Male,North,Home,1640.99,57731.36,35130.06,Theft,688
CLM006481,CUST019987,POL0390521,76,Male,North,Health,4404.4,73341.15,42585.99,Accident,333
CLM006486,CUST003275,POL0598258,69,Male,North,Home,1879.84,62317.46,38483.66,Medical,533
CLM006487,CUST009959,POL0341366,38,Female,South,Life,2382.64,77905.77,9237.68,Theft,504
CLM006490,CUST009114,POL0724849,35,Female,West,Home,4332.67,99053.82,32268.45,Accident,804
CLM006491,CUST011372,POL0330499,66,Male,West,Health,2840.24,50759.23,1010.09,Theft,576
CLM006493,CUST007900,POL0429796,66,Female,East,Life,1851.99,68583.04,35808.09,Medical,771
CLM006505,CUST015560,POL0313594,72,Female,East,Auto,3916.4,40354.25,12792.13,Medical,319
CLM006506,CUST014922,POL0146109,32,Male,South,Home,3226.79,6152.62,38497.29,Theft,304
CLM006508,CUST009291,POL0119083,46,Male,South,Health,1393.64,15753.22,2338.3,Property,624
CLM006509,CUST018492,POL0011328,72,Male,North,Auto,3116.39,96475.93,12369.2,Medical,313
CLM006512,CUST006348,POL0520230,28,Female,North,Auto,2055.5,78357.11,20146.87,Theft,753
CLM006521,CUST003415,POL0748386,37,Male,South,Health,4259.65,85532.84,12846.44,Theft,765
CLM006531,CUST014175,POL0750044,24,Female,East,Health,3877.06,18824.7,4722.79,Accident,789
CLM006532,CUST015820,POL0004468,65,Male,East,Health,3422.44,49509.15,44169.9,Medical,569
CLM006538,CUST000551,POL0290765,37,Male,East,Auto,207.07,24866.77,48929.92,Theft,782
CLM006546,CUST003314,POL0187214,49,Female,East,Auto,606.06,77736.77,39923.49,Theft,360
CLM006547,CUST001032,POL0034901,27,Female,East,Auto,2965.57,31920.46,6401.56,Medical,580
CLM006556,CUST013839,POL0679171,55,Female,South,Life,837.8,13122.53,7193.69,Property,413
CLM006565,CUST012300,POL0826791,20,Female,South,Home,2052.14,85188.54,41366.29,Accident,316
CLM006571,CUST012831,POL0198331,23,Female,East,Auto,1893.15,46781.87,40710.56,Property,821
CLM006588,CUST000161,POL0819842,49,Male,West,Health,1313.87,70468.86,9934.7,Accident,713
CLM006593,CUST006907,POL0580290,29,Female,West,Health,239.68,81145.85,47687.4,Theft,605
CLM006597,CUST018748,POL0418868,33,Male,South,Auto,2714.87,77396.54,2972.03,Property,773
CLM006613,CUST004427,POL0231839,76,Male,South,Life,3557.6,67835.37,39811.17,Medical,550
CLM006616,CUST008894,POL0882287,67,Male,East,Health,4743.6,47596.93,25494.89,Accident,493
CLM006619,CUST012863,POL0765237,68,Female,North,Life,3990.91,12658.09,26583.23,Theft,711
CLM006623,CUST010422,POL0814031,42,Female,South,Auto,217.46,52981.54,32953.01,Theft,679
CLM006630,CUST016911,POL0268234,56,Female,West,Home,3329.22,72096.36,27764.28,Property,422
CLM006632,CUST010607,POL0714870,24,Male,West,Auto,1888.66,52152.01,35098.48,Theft,700
CLM006636,CUST008018,POL0069220,40,Male,South,Health,2665.31,61412.2,1662.49,Theft,349
CLM006637,CUST018967,POL0737191,74,Male,West,Home,4189.56,42870.89,2268.09,Property,356
CLM006645,CUST007913,POL0106308,56,Male,North,Health,915.66,40904.35,14003.75,Accident,575
CLM006647,CUST015973,POL0096055,61,Male,East,Auto,3908.76,45919.78,31290.36,Theft,474
CLM006656,CUST008335,POL0074363,42,Male,East,Home,3141.08,23520.17,7182.44,Property,694
CLM006657,CUST013995,POL0635525,25,Female,East,Auto,4170.8,53036.5,33447.9,Accident,368
CLM006658,CUST012755,POL0706480,75,Male,South,Life,4365.61,63318.34,46245.63,Theft,598
CLM006662,CUST017897,POL0835438,59,Male,North,Life,1797.01,12024.65,27874.62,Medical,498
CLM006679,CUST004052,POL0546464,49,Female,East,Auto,2496.15,58965.4,33942.85,Medical,556
CLM006688,CUST014368,POL0078485,20,Male,West,Home,1460.38,68515.05,40964.63,Theft,797
CLM006692,CUST009662,POL0451081,52,Male,North,Home,2105.6,12293.71,16753.35,Theft,711
CLM006704,CUST017766,POL0645965,24,Male,North,Life,4309.64,47335.49,13926.0,Property,614
CLM006715,CUST017505,POL0093883,32,Female,East,Home,1819.98,51075.16,42173.83,Accident,813
CLM006717,CUST017434,POL0628119,46,Female,West,Auto,2976.4,22320.92,35492.22,Medical,431
CLM006719,CUST010379,POL0808017,59,Female,South,Health,1243.23,13971.49,45969.09,Medical,365
CLM006722,CUST008882,POL0222533,59,Female,East,Auto,963.19,90056.04,25643.85,Accident,640
CLM006733,CUST002015,POL0252396,21,Male,North,Auto,1565.43,12391.79,18965.35,Medical,625
CLM006737,CUST015107,POL0537408,35,Female,East,Life,4007.45,42199.69,43442.75,Theft,563
CLM006740,CUST005532,POL0874880,57,Male,South,Auto,1065.92,73244.72,37496.84,Theft,551
CLM006743,CUST016701,POL0165224,77,Male,West,Health,1208.27,82879.12,4599.23,Theft,841
CLM006749,CUST015714,POL0855193,31,Female,West,Home,1984.28,40712.94,12098.26,Theft,643
CLM006754,CUST009363,POL0095958,47,Male,West,Health,2267.32,59429.25,27858.37,Medical,310
CLM006757,CUST019151,POL0592176,60,Female,East,Home,2940.81,97087.4,8311.97,Accident,701
CLM006770,CUST017510,POL0211473,48,Male,North,Auto,3692.35,76173.58,12698.58,Accident,304
CLM006776,CUST011797,POL0709471,74,Female,South,Home,1514.51,88967.24,4423.41,Property,448
CLM006781,CUST000735,POL0341284,30,Female,East,Home,622.08,22231.2,49884.51,Theft,763
CLM006786,CUST013935,POL0554337,57,Female,North,Health,4981.23,58288.9,6049.29,Accident,726
CLM006797,CUST014571,POL0593047,42,Female,South,Auto,961.17,45973.57,28490.61,Medical,352
CLM006800,CUST018161,POL0767987,69,Female,West,Auto,4274.99,78704.14,27706.65,Medical,363
CLM006803,CUST018608,POL0883801,67,Male,East,Auto,3540.05,80660.57,9214.65,Accident,775
CLM006805,CUST017965,POL0395996,73,Female,West,Life,700.11,42187.84,6651.39,Theft,841
CLM006807,CUST008145,POL0830811,18,Female,East,Auto,4800.09,12930.87,3266.71,Property,607
CLM006812,CUST007087,POL0836263,63,Female,South,Life,2031.65,20384.42,1908.77,Property,480
CLM006815,CUST007261,POL0669554,61,Female,West,Home,770.76,34451.63,46958.0,Theft,647
CLM006816,CUST014680,POL0032306,56,Female,South,Auto,428.58,36275.46,15830.05,Medical,458
CLM006818,CUST015999,POL0848256,30,Male,North,Auto,1623.05,93011.97,36268.22,Property,591
CLM006823,CUST001403,POL0427625,54,Female,West,Life,1550.72,45326.23,41879.7,Property,567
CLM006826,CUST001738,POL0719559,57,Male,North,Health,3373.21,93953.63,7422.65,Theft,475
CLM006831,CUST004552,POL0066560,51,Male,South,Home,747.22,61814.89,36387.06,Theft,654
CLM006836,CUST004034,POL0270153,63,Female,West,Health,2840.21,64917.23,30291.37,Property,637
CLM006838,CUST000099,POL0115391,66,Female,West,Home,1261.64,91591.84,17936.1,Accident,337
CLM006840,CUST006272,POL0648802,53,Male,South,Life,2267.0,12966.76,2447.14,Medical,742
CLM006842,CUST013460,POL0077054,25,Female,South,Home,2896.75,6574.23,4977.55,Theft,586
CLM006846,CUST003268,POL0328294,43,Female,East,Auto,3986.25,33763.19,953.66,Property,849
CLM006851,CUST002992,POL0331076,79,Female,North,Auto,4112.65,31521.9,14880.93,Property,625
CLM006861,CUST017156,POL0833767,48,Male,West,Life,224.91,22809.11,21329.26,Property,677
CLM006863,CUST000054,POL0780432,25,Female,East,Life,1826.35,45821.02,13495.85,Theft,664
CLM006867,CUST000068,POL0174876,72,Female,West,Auto,542.45,30364.04,29338.59,Theft,454
CLM006870,CUST013110,POL0272751,61,Female,South,Home,836.38,61638.58,33489.05,Theft,735
CLM006871,CUST012372,POL0107357,53,Female,East,Life,4928.3,71339.92,26994.36,Medical,391
CLM006873,CUST003990,POL0499828,75,Male,East,Health,2555.89,29184.38,28144.56,Property,668
CLM006874,CUST000224,POL0166473,77,Male,South,Auto,3543.05,45030.37,929.5,Theft,718
CLM006875,CUST011325,POL0118364,37,Female,South,Auto,819.84,40623.9,30175.66,Property,681
CLM006880,CUST011828,POL0537560,44,Male,East,Health,791.85,32528.62,10681.71,Property,757
CLM006884,CUST005713,POL0624811,42,Female,East,Home,245.01,33864.88,12887.91,Theft,371
CLM006885,CUST019169,POL0878303,21,Male,East,Life,2318.36,58416.29,9384.13,Theft,804
CLM006886,CUST006095,POL0328818,79,Female,North,Auto,884.14,67479.35,29646.13,Theft,815
CLM006887,CUST006317,POL0803057,20,Female,North,Home,3344.53,10853.55,7498.07,Medical,589
CLM006889,CUST006895,POL0133865,65,Female,West,Home,387.51,51703.15,22989.0,Theft,837
CLM006896,CUST016198,POL0174410,52,Male,West,Health,4696.23,29005.21,22938.92,Medical,751
CLM006901,CUST005892,POL0269727,54,Male,South,Health,3504.07,49577.21,15587.47,Property,639
CLM006908,CUST008913,POL0525762,63,Male,South,Auto,4601.35,19774.65,48795.27,Accident,576
CLM006916,CUST004540,POL0527765,58,Male,North,Life,3186.73,52342.98,2859.91,Medical,368
CLM006922,CUST008245,POL0447960,57,Female,East,Life,2616.37,21489.25,28082.94,Medical,666
CLM006928,CUST010846,POL0870193,19,Male,South,Home,4304.03,84908.34,14063.1,Medical,421
CLM006936,CUST005147,POL0197257,50,Female,North,Life,1055.24,31546.91,10513.55,Accident,319
CLM006940,CUST005554,POL0894089,48,Female,North,Auto,1326.11,18611.01,45343.18,Accident,424
CLM006944,CUST013377,POL0797638,45,Male,West,Home,4272.88,22406.43,26227.46,Property,399
CLM006945,CUST001263,POL0751949,69,Female,East,Life,1124.51,91043.52,5473.21,Accident,580
CLM006947,CUST001820,POL0353216,69,Female,East,Home,1226.64,32800.62,31918.28,Theft,552
CLM006948,CUST007036,POL0233549,75,Female,West,Life,4039.48,50160.54,41614.5,Property,618
CLM006953,CUST002846,POL0488012,67,Female,East,Home,3700.87,97261.55,14763.57,Medical,588
CLM006954,CUST003505,POL0571503,27,Male,South,Health,2736.41,64265.24,47823.01,Theft,378
CLM006963,CUST000581,POL0264353,30,Female,East,Life,3930.3,68526.33,45790.34,Theft,456
CLM006966,CUST014291,POL0406407,39,Male,South,Home,1094.45,32551.87,17944.32,Theft,632
CLM006972,CUST004451,POL0815091,47,Female,South,Health,2096.64,36243.56,26223.3,Accident,596
CLM006975,CUST008496,POL0618384,63,Male,North,Life,1115.16,63854.21,3490.1,Medical,341
CLM006980,CUST000650,POL0210294,30,Female,West,Home,3747.03,33141.05,4210.7,Property,656
CLM006990,CUST010666,POL0515473,56,Female,West,Home,2778.05,73855.9,47632.21,Medical,614
CLM006991,CUST017180,POL0093661,62,Female,North,Life,3987.36,88519.46,13553.01,Property,721
CLM006992,CUST003582,POL0233455,47,Male,North,Life,1525.55,10941.9,12783.89,Property,664
CLM006993,CUST002104,POL0488680,64,Female,North,Health,3407.07,23660.31,35443.35,Property,525
CLM007007,CUST000161,POL0084258,54,Female,South,Health,2001.55,11430.57,21337.39,Property,725
CLM007009,CUST012523,POL0573679,33,Female,South,Home,3118.82,95693.03,31107.76,Property,414
CLM007011,CUST010491,POL0632620,42,Male,West,Health,2216.42,26433.56,39034.26,Property,817
CLM007015,CUST011303,POL0049971,26,Male,East,Auto,1175.89,23662.16,31070.18,Theft,562
CLM007018,CUST010040,POL0319295,26,Female,West,Health,1876.89,40319.87,41447.94,Accident,727
CLM007021,CUST001848,POL0738494,18,Female,South,Health,4712.53,65200.61,5485.96,Accident,406
CLM007024,CUST018738,POL0766286,77,Female,East,Health,3431.9,91917.36,34214.01,Property,596
CLM007027,CUST019621,POL0801816,77,Female,East,Auto,1490.4,66614.29,23595.48,Theft,501
CLM007028,CUST001287,POL0826280,47,Male,East,Life,4847.35,25527.17,41704.72,Accident,715
CLM007032,CUST015211,POL0823172,45,Female,North,Auto,4809.63,27775.03,39856.78,Medical,663
CLM007033,CUST016435,POL0861970,64,Female,West,Life,2826.15,84672.07,47851.2,Property,484
CLM007042,CUST015429,POL0435109,54,Female,South,Life,288.46,99059.9,28320.48,Medical,757
CLM007043,CUST012164,POL0606061,36,Female,West,Home,3245.18,83858.87,24723.14,Property,733
CLM007047,CUST002781,POL0286971,48,Female,West,Life,2946.79,73735.24,49916.92,Accident,519
CLM007057,CUST002693,POL0754256,27,Female,West,Home,211.29,69538.33,23637.37,Accident,314
CLM007069,CUST001126,POL0411021,51,Male,East,Auto,4700.77,31562.61,4462.33,Accident,740
CLM007084,CUST007050,POL0402631,18,Female,West,Auto,806.66,78355.06,3603.57,Medical,641
CLM007088,CUST018902,POL0684658,59,Male,South,Health,649.31,45568.05,19702.9,Medical,590
CLM007097,CUST002493,POL0425745,40,Male,East,Life,1012.8,43448.54,10092.28,Theft,830
CLM007100,CUST009046,POL0659353,20,Female,West,Life,895.32,17757.16,17264.86,Property,437
CLM007101,CUST009759,POL0703115,75,Female,East,Auto,3210.45,5668.44,33281.74,Theft,550
CLM007105,CUST010774,POL0829100,77,Female,South,Life,657.55,33067.63,39695.24,Theft,503
CLM007112,CUST015427,POL0859886,26,Male,North,Life,4599.25,78362.02,35784.68,Property,631
CLM007121,CUST001598,POL0308416,71,Female,East,Home,3975.15,20249.12,32696.97,Property,573
CLM007129,CUST008891,POL0664929,24,Female,North,Auto,3348.31,15183.89,34518.9,Property,816
CLM007130,CUST006372,POL0359121,30,Male,West,Health,3125.72,32663.8,45619.36,Theft,744
CLM007132,CUST003609,POL0297235,22,Male,North,Life,3547.05,47935.67,36807.23,Theft,388
CLM007143,CUST007066,POL0726122,61,Female,South,Life,446.78,45877.24,13595.15,Medical,680
CLM007145,CUST017990,POL0219624,71,Male,East,Home,526.19,99791.28,20801.07,Property,525
CLM007146,CUST003705,POL0740733,67,Male,North,Health,3634.56,5753.43,29360.59,Property,564
CLM007153,CUST012606,POL0697185,46,Male,North,Home,4988.33,46630.89,41893.09,Accident,625
CLM007160,CUST007740,POL0390226,26,Female,West,Auto,1960.9,7577.83,42615.21,Property,815
CLM007162,CUST017924,POL0544508,22,Male,South,Home,2700.51,64862.91,40646.89,Property,577
CLM007183,CUST015619,POL0712492,46,Male,South,Auto,2869.03,59961.8,17969.05,Medical,499
CLM007186,CUST004282,POL0163226,60,Female,West,Home,1836.99,13581.85,14266.22,Accident,326
CLM007194,CUST004737,POL0420432,27,Female,South,Home,2774.93,46152.32,2368.64,Accident,450
CLM007196,CUST007119,POL0334910,50,Male,South,Health,1057.4,87149.96,34575.42,Medical,317
CLM007197,CUST004551,POL0579300,53,Male,West,Auto,3778.82,20792.73,17600.26,Property,604
CLM007199,CUST011277,POL0437540,52,Male,South,Life,2701.92,46186.36,25221.05,Accident,565
CLM007203,CUST011429,POL0136722,45,Male,South,Auto,1663.38,68537.73,49488.87,Medical,797
CLM007207,CUST008040,POL0291922,21,Male,South,Home,4418.56,77043.98,18092.52,Theft,658
CLM007212,CUST010491,POL0626703,73,Female,East,Home,294.91,99132.56,28056.7,Theft,687
CLM007218,CUST019709,POL0870288,65,Male,North,Health,1891.43,49070.16,34348.54,Theft,451
CLM007221,CUST018762,POL0128452,40,Female,North,Home,721.82,26721.89,41665.09,Property,773
CLM007226,CUST019048,POL0294091,40,Female,North,Health,4703.86,76856.37,43329.89,Property,495
CLM007229,CUST002564,POL0287149,48,Female,West,Home,3885.42,38356.48,24885.51,Medical,687
CLM007231,CUST014432,POL0750406,60,Male,North,Health,1609.14,53089.68,36988.74,Theft,325
CLM007240,CUST006841,POL0277900,69,Male,West,Health,2299.09,25451.86,19833.12,Theft,715
CLM007250,CUST008484,POL0097241,24,Female,West,Life,4302.95,13557.57,47357.64,Accident,753
CLM007255,CUST008485,POL0760533,43,Male,West,Home,498.49,37213.85,8690.13,Property,346
CLM007259,CUST005767,POL0407302,39,Male,South,Auto,4074.56,11190.42,34692.78,Theft,387
CLM007261,CUST012199,POL0710035,72,Male,South,Auto,1605.08,80989.82,26153.08,Medical,461
CLM007266,CUST015956,POL0223098,26,Male,South,Home,1849.95,97455.31,32530.14,Property,754
