Claim_ID,Customer_ID,Policy_Number,Age,Gender,Region,Policy_Type,Premium_Amount,Coverage_Amount,Claim_Amount,Claim_Type,Credit_Score,Fraud_Risk_Score,Fraud_Flag,Claim_Status,Settlement_Amount,Claim_Coverage_Ratio,Claim_Premium_Ratio,Coverage_Premium_Ratio,Remaining_Coverage,Young_Customer,Senior_Customer,Low_Credit_Score,High_Claim,Fraud_Probability,Fraud_Prediction,Recommended_Action,Potential_Financial_Loss
CLM045671,CUST004063,POL0788495,76,Female,North,Life,4043.37,39109.97,46912.31,Theft,576,53.91796,No,Approved,43587.77,1.1994974682926118,11.602279781469418,9.672617148566667,-7802.3399999999965,0,1,1,0,0.5391796,Fraudulent,REVIEW,25294.161625816225
CLM008649,CUST002341,POL0307193,66,Male,North,Health,4471.42,80166.84,9175.32,Medical,547,43.135487,No,Approved,6220.92,0.11445280866752389,2.0519924319343743,17.92872063013539,70991.51999999999,0,1,1,0,0.43135485,Genuine,REVIEW,3957.8187871706486
CLM025193,CUST012437,POL0544388,42,Female,West,Auto,2097.48,18800.4,672.23,Theft,585,46.937035,No,Approved,501.59,0.03575615412438033,0.32049411674962336,8.963327421477201,18128.170000000002,0,0,1,0,0.46937037,Genuine,REVIEW,315.52484055995944
CLM038501,CUST009965,POL0275929,77,Male,North,Health,2179.09,53488.91,4382.23,Medical,747,42.118675,No,Rejected,3426.58,0.08192782391714468,2.0110367171617507,24.54644369897526,49106.68000000001,0,1,0,0,0.42118675,Genuine,REVIEW,1845.7371902722118
CLM000583,CUST013961,POL0412872,39,Female,West,Health,3630.75,58977.49,14437.38,Property,411,45.061676,No,Approved,12944.45,0.2447947513534401,3.9764180954348274,16.243886249397505,44540.11,0,0,1,0,0.45061678,Genuine,REVIEW,6505.725643104314
CLM012764,CUST008141,POL0839791,46,Female,West,Home,4724.94,86943.05,659.31,Medical,816,34.68248,No,Approved,329.92,0.007583239833431193,0.1395382798511727,18.40087916460315,86283.74,0,0,0,0,0.3468248,Genuine,REVIEW,228.6650555965304
CLM042683,CUST000312,POL0741842,19,Male,West,Home,4011.0,96560.06,7345.89,Property,779,40.948517,No,Approved,7203.05,0.07607586407879201,1.8314360508601346,24.07381201695338,89214.17,1,0,0,0,0.40948516,Genuine,REVIEW,3008.0329515749218
CLM016523,CUST006707,POL0841447,52,Female,East,Auto,2479.39,29810.97,21226.28,Medical,455,47.42657,No,Approved,12935.83,0.7120291624190691,8.561089622850782,12.023509814914153,8584.690000000002,0,0,1,0,0.47426572,Genuine,REVIEW,10066.897060953379
CLM029083,CUST006160,POL0277709,24,Male,North,Life,3693.05,87263.22,31682.15,Medical,715,49.393288,No,Approved,27680.11,0.36306418672150764,8.578857583839916,23.629038328752657,55581.07,1,0,0,0,0.49393287,Genuine,REVIEW,15648.855372653903
CLM039376,CUST002099,POL0581337,73,Female,East,Home,1175.82,72346.6,4541.99,Theft,407,58.722717,Yes,Under Review,3121.95,0.06278097381217637,3.862827643686959,61.528635335340454,67804.61,0,1,1,0,0.58722717,Fraudulent,REVIEW,2667.179914333224
CLM006559,CUST013692,POL0416406,33,Female,East,Life,311.84,55480.79,36289.47,Property,493,60.572403,Yes,Under Review,22905.32,0.6540907222121387,116.37208183683941,177.9142829656234,19191.32,0,0,1,0,0.60572404,Fraudulent,REVIEW,21981.404257870316
CLM029670,CUST011108,POL0638833,63,Male,North,Home,3564.74,77219.79,35093.36,Medical,405,54.317398,No,Approved,22502.72,0.4544607023665825,9.844577725163687,21.662109999607264,42126.42999999999,0,1,1,0,0.54317397,Fraudulent,REVIEW,19061.799629445075
CLM030189,CUST012422,POL0436314,59,Male,West,Life,4482.61,93122.66,4984.53,Accident,672,62.890697,Yes,Under Review,3777.22,0.05352649935042662,1.1119704814828861,20.774205206341843,88138.13,0,0,0,0,0.62890697,Fraudulent,REVIEW,3134.80563552618
CLM041741,CUST000218,POL0412712,71,Male,East,Life,2880.31,95844.59,46387.14,Theft,694,58.897816,Yes,Under Review,39831.2,0.4839828726900496,16.104912318465722,33.27578975874125,49457.45,0,1,0,0,0.5889782,Fraudulent,REVIEW,27321.01289129019
CLM010165,CUST013879,POL0062503,71,Male,North,Home,1770.26,30284.84,30886.3,Property,795,45.700886,No,Rejected,22397.5,1.0198601016218014,17.447324121880403,17.107566120230928,-601.4599999999991,0,1,0,0,0.45700887,Genuine,REVIEW,14115.313013789057
CLM018527,CUST002088,POL0363012,40,Female,South,Home,4653.79,97973.31,3184.15,Property,447,48.829277,Yes,Under Review,2443.86,0.032500177854560594,0.684205776367219,21.052370218681975,94789.16,0,0,1,0,0.48829275,Genuine,REVIEW,1554.7973716825247
CLM045505,CUST002724,POL0061316,28,Female,North,Life,1542.51,95257.24,42910.41,Medical,544,38.76249,No,Rejected,24316.68,0.4504687517715189,27.81856195421748,61.75469851086865,52346.83,1,0,1,0,0.3876249,Genuine,REVIEW,16633.142939464153
CLM049264,CUST000095,POL0484114,20,Male,East,Auto,4397.52,19632.71,37975.51,Medical,800,45.861565,No,Approved,30776.64,1.9342979140424323,8.635665102148483,4.464495897687787,-18342.800000000003,1,0,0,0,0.45861566,Genuine,REVIEW,17416.163607832194
CLM028799,CUST019072,POL0224000,75,Female,West,Auto,3634.23,64469.31,44713.81,Medical,448,53.818382,No,Rejected,24800.99,0.6935673733750214,12.303516838504992,17.739468883367316,19755.5,0,1,1,0,0.5381838,Fraudulent,REVIEW,24064.24855059743
CLM011655,CUST015985,POL0421910,55,Male,South,Auto,2083.23,5997.97,25128.98,Property,753,48.864754,No,Approved,17340.86,4.189580808173432,12.062508700431541,2.8791684067529753,-19131.01,0,0,0,0,0.48864752,Genuine,REVIEW,12279.213770753146
CLM029638,CUST002407,POL0622884,50,Male,West,Auto,4881.37,25985.45,18390.8,Property,518,39.379356,No,Approved,10284.32,0.7077345206644488,3.7675488643557036,5.323392817999865,7594.6500000000015,0,0,1,0,0.39379358,Genuine,REVIEW,7242.17902469635
CLM018533,CUST015207,POL0599561,74,Female,South,Home,2685.54,33258.37,11410.1,Medical,376,54.93824,No,Approved,11108.96,0.34307454033375656,4.24871720398877,12.384239296379873,21848.270000000004,0,1,1,0,0.5493824,Fraudulent,REVIEW,6268.507992070913
CLM016189,CUST002772,POL0115040,54,Female,East,Health,3548.46,55258.75,25281.89,Medical,371,47.03185,No,Approved,15352.69,0.4575183115796141,7.124749891502229,15.572600508389554,29976.86,0,0,1,0,0.4703185,Genuine,REVIEW,11890.540486583113
CLM008663,CUST007293,POL0041851,72,Female,South,Life,1607.85,63333.95,2654.56,Medical,487,45.69966,No,Approved,2649.89,0.04191369715610664,1.6509997823180023,39.39045930901514,60679.39,0,1,1,0,0.45699662,Genuine,REVIEW,1213.12494679451
CLM007677,CUST013785,POL0079498,29,Male,North,Auto,3587.77,98752.01,17348.78,Theft,370,58.07208,No,Approved,9384.88,0.17568027222939564,4.835532935500324,27.524621143495818,81403.23,1,0,1,0,0.5807208,Fraudulent,REVIEW,10074.797093203068
CLM000921,CUST018417,POL0117647,75,Male,West,Life,3031.08,32559.53,17700.81,Medical,437,41.598022,No,Approved,15420.98,0.5436445182101831,5.839769982976366,10.741890679229845,14858.719999999998,0,1,1,0,0.41598022,Genuine,REVIEW,7363.186835163832
CLM025129,CUST009394,POL0266483,73,Female,East,Health,833.55,86274.76,42853.3,Medical,413,43.881287,No,Approved,34518.88,0.49670726409438876,51.41059324575611,103.50280127166937,43421.45999999999,0,1,1,0,0.43881285,Genuine,REVIEW,18804.578786575796
CLM008278,CUST016287,POL0613491,71,Female,East,Home,2183.99,82139.77,10932.9,Medical,324,45.923485,No,Approved,6951.47,0.13310117620246562,5.005929514329279,37.60995700529765,71206.87000000001,0,1,1,0,0.45923486,Genuine,REVIEW,5020.768839374185
CLM006907,CUST005073,POL0472636,64,Female,West,Auto,2955.58,22365.73,41816.06,Accident,519,55.8501,Yes,Under Review,40248.39,1.8696487885707285,14.148173962470986,7.567289669032813,-19450.329999999998,0,1,1,0,0.558501,Fraudulent,REVIEW,23354.311542363164
CLM017853,CUST013488,POL0000973,71,Male,North,Auto,2212.39,46665.45,24430.68,Medical,325,46.042732,No,Rejected,13149.9,0.5235282205571788,11.042664268054006,21.0927774940223,22234.769999999997,0,1,1,0,0.4604273,Genuine,REVIEW,11248.55237264514
CLM019169,CUST018932,POL0063984,67,Female,West,Life,3555.34,32972.14,20259.09,Property,644,49.84588,No,Rejected,16688.39,0.6144305465159374,5.698214516755078,9.273976609831971,12713.05,0,1,0,0,0.4984588,Fraudulent,REVIEW,10098.321745192408
CLM016748,CUST007612,POL0113631,45,Male,South,Auto,4863.37,82518.72,6776.11,Medical,578,63.737995,Yes,Under Review,4964.71,0.08211603379208984,1.3932951842035461,16.967395036774914,75742.61,0,0,1,0,0.63737994,Fraudulent,REVIEW,4318.9566145366425
CLM038137,CUST008257,POL0316173,37,Male,North,Home,1560.45,26772.52,42697.09,Theft,718,47.776993,No,Approved,40257.9,1.5948102756109621,27.362036592008714,17.156922682559518,-15924.569999999996,0,0,0,0,0.47776994,Genuine,REVIEW,20399.38617408007
CLM048305,CUST007242,POL0705617,32,Male,West,Home,3065.02,34491.48,39377.44,Theft,318,50.003006,No,Approved,29744.12,1.1416570121084975,12.847368043275411,11.25326425276181,-4885.959999999999,0,0,1,0,0.50003004,Fraudulent,REVIEW,19689.902927474977
CLM009932,CUST010523,POL0156615,41,Male,West,Health,1856.7,62264.53,21924.19,Medical,759,52.653374,Yes,Under Review,18377.5,0.35211363516274835,11.808148866268109,33.535051435342275,40340.34,0,0,0,0,0.5265337,Fraudulent,REVIEW,11543.82538177371
CLM038561,CUST000430,POL0869710,42,Female,West,Life,4051.0,53430.75,42048.99,Property,551,47.35656,Yes,Under Review,26244.16,0.7869810923485071,10.379903727474698,13.189521105899777,11381.760000000002,0,0,1,0,0.47356558,Genuine,REVIEW,19912.95427303791
CLM046566,CUST004216,POL0304661,65,Female,West,Auto,2610.49,44998.37,24825.76,Medical,727,42.113937,No,Approved,13452.21,0.5517035394837635,9.510000038306984,17.237518626771223,20172.610000000004,0,1,0,0,0.4211394,Genuine,REVIEW,10455.105404725075
CLM032141,CUST019391,POL0032795,73,Male,East,Health,2092.67,27660.48,26737.71,Medical,794,44.625618,No,Rejected,16232.99,0.966639407559088,12.776840113348019,13.21779353648688,922.7700000000004,0,1,0,0,0.4462562,Genuine,REVIEW,11931.868608320654
CLM039548,CUST006569,POL0327893,35,Female,North,Life,4311.8,73229.71,29978.6,Medical,576,42.508537,No,Approved,21526.45,0.40937756000945513,6.9526879725404696,16.983559070457815,43251.11000000001,0,0,1,0,0.42508537,Genuine,REVIEW,12743.464146339893
CLM009830,CUST007506,POL0338714,72,Female,West,Life,1693.79,80706.59,29767.83,Accident,375,48.612896,No,Approved,22654.61,0.36884014056349057,17.574687535054522,47.64852195372508,50938.759999999995,0,1,1,0,0.48612896,Genuine,REVIEW,14471.004122651519
CLM023836,CUST001499,POL0567010,78,Male,North,Health,1906.21,93735.59,43520.59,Theft,596,52.56884,Yes,Under Review,39651.62,0.4642909912873008,22.830952518347924,49.17380036827002,50215.0,0,1,1,0,0.5256884,Fraudulent,REVIEW,22878.269750888347
CLM047118,CUST009147,POL0813496,26,Male,West,Health,2949.18,31004.95,39141.43,Medical,594,42.725452,No,Approved,20685.49,1.2624251933965382,13.271970513837745,10.513074820797646,-8136.48,1,0,1,0,0.42725453,Genuine,REVIEW,16723.353192349972
CLM017188,CUST010639,POL0143929,72,Male,South,Health,647.85,65181.04,32599.24,Theft,624,50.14497,No,Approved,27820.32,0.5001337812345431,50.31911707957089,100.61131434745697,32581.8,0,1,0,0,0.5014497,Fraudulent,REVIEW,16346.879254174233
CLM020309,CUST006229,POL0388496,25,Male,North,Health,4979.73,64835.29,41369.97,Property,626,29.504677,No,Approved,30247.06,0.638077966490163,8.307673307588967,13.019840433115853,23465.32,1,0,0,0,0.29504678,Genuine,APPROVE,12206.076293772161
CLM021798,CUST009909,POL0386244,50,Female,South,Home,786.76,10306.74,25326.8,Property,376,51.518375,Yes,Under Review,16768.36,2.457304637547857,32.191265443083026,13.10023387055773,-15020.06,0,0,1,0,0.51518375,Fraudulent,REVIEW,13047.955718827247
CLM041486,CUST000724,POL0648568,47,Female,South,Health,4878.21,41420.68,45524.15,Accident,643,38.789444,No,Approved,29265.66,1.0990681466359316,9.332142322696235,8.490958773812526,-4103.470000000001,0,0,0,0,0.38789445,Genuine,REVIEW,17658.565199634435
CLM019955,CUST006923,POL0186638,77,Male,South,Auto,4064.54,17302.11,35772.34,Accident,662,60.455807,Yes,Under Review,26056.19,2.067513153020065,8.80107958096119,4.256843332824871,-18470.229999999996,0,1,0,0,0.60455805,Fraudulent,REVIEW,21626.456136962173
CLM039388,CUST011568,POL0108014,73,Male,North,Auto,668.08,66364.57,29036.34,Accident,680,52.55309,No,Approved,17100.93,0.437527735055015,43.462369776074716,99.3362621242965,37328.23000000001,0,1,0,0,0.5255309,Fraudulent,REVIEW,15259.493159133195
CLM032461,CUST000240,POL0199957,54,Female,West,Home,814.44,52831.56,43094.71,Theft,404,48.46646,No,Approved,30973.2,0.8157001231839454,52.91330239182751,64.86857227051716,9736.849999999999,0,0,1,0,0.48466462,Genuine,REVIEW,20886.481201727987
CLM004270,CUST000393,POL0249242,45,Male,East,Home,534.24,49643.57,26636.73,Property,302,25.543808,No,Approved,18248.8,0.5365595181813073,49.85910826594789,92.92372342018568,23006.84,0,0,1,0,0.2554381,Genuine,APPROVE,6804.035418283939
CLM004980,CUST001066,POL0485932,69,Female,East,Auto,4512.05,76011.64,48250.34,Medical,322,35.67684,No,Approved,34163.45,0.634775673831008,10.693662525902859,16.84636473443335,27761.300000000003,0,1,1,0,0.3567684,Genuine,REVIEW,17214.196576021313
CLM033673,CUST003552,POL0672731,51,Male,North,Home,3043.74,18271.94,27664.06,Medical,563,47.31363,Yes,Under Review,17594.61,1.5140187631964643,9.088838074211333,6.003121160151656,-9392.120000000003,0,0,1,0,0.47313628,Genuine,REVIEW,13088.870327625871
CLM014307,CUST013716,POL0531555,72,Male,South,Home,614.54,60788.96,3499.74,Accident,536,36.442097,No,Approved,2493.76,0.05757196701506326,5.694893741660429,98.91782471442055,57289.22,0,1,1,0,0.36442095,Genuine,REVIEW,1275.3785769975184
CLM029908,CUST019805,POL0289548,39,Male,East,Life,534.79,66552.98,20687.92,Theft,751,51.708622,No,Approved,16460.71,0.3108488906131626,38.684193795695506,124.44694179023541,45865.06,0,0,0,0,0.5170862,Fraudulent,REVIEW,10697.438101449012
CLM015779,CUST004699,POL0247038,29,Male,North,Life,2712.49,32083.78,17527.43,Medical,734,49.70129,No,Approved,15618.18,0.5463019008358742,6.461749167738867,11.828165265125403,14556.349999999999,1,0,0,0,0.4970129,Fraudulent,REVIEW,8711.359045683741
CLM002875,CUST010987,POL0762975,52,Female,East,Life,2566.91,94234.15,39105.37,Medical,545,41.50512,No,Approved,33894.19,0.4149808747677992,15.234414139958162,36.711123490889825,55128.77999999999,0,0,1,0,0.4150512,Genuine,REVIEW,16230.730433869065
CLM011455,CUST005065,POL0326907,40,Male,North,Life,4702.27,82206.4,5972.94,Property,536,50.532646,No,Approved,4154.78,0.07265784659101968,1.2702248063169488,17.482279835058385,76233.45999999999,0,0,1,0,0.50532645,Fraudulent,REVIEW,3018.2845654928683
CLM048381,CUST019867,POL0212903,54,Male,West,Health,2269.78,79414.12,25532.02,Property,604,47.317802,No,Approved,22752.86,0.3215047903319964,11.248676083144622,34.98758469983875,53882.09999999999,0,0,0,0,0.47317803,Genuine,REVIEW,12081.19090152979
CLM034543,CUST002298,POL0402994,65,Male,West,Health,4060.46,49585.97,39098.15,Property,561,43.41552,No,Rejected,25425.15,0.7884921884153925,9.628995236992854,12.211909488087556,10487.82,0,1,1,0,0.4341552,Genuine,REVIEW,16974.664974589647
CLM046709,CUST002586,POL0450432,79,Female,East,Home,1814.4,90600.5,39247.17,Medical,355,34.456707,No,Approved,30965.91,0.4331893311847065,21.630935846560845,49.93413800705467,51353.33,0,1,1,0,0.34456706,Genuine,REVIEW,13523.281998689174
CLM034274,CUST002167,POL0010366,62,Male,West,Life,3621.34,53397.49,3181.99,Medical,427,34.368343,No,Approved,1952.57,0.05959062869809049,0.8786775061165203,14.745229666366592,50215.5,0,1,1,0,0.34368345,Genuine,REVIEW,1093.5973055651784
CLM041386,CUST008266,POL0108576,54,Male,South,Auto,1673.83,68304.14,5549.26,Medical,501,49.424248,No,Approved,3092.75,0.08124339168899572,3.3153068113249256,40.80709510523769,62754.88,0,0,1,0,0.49424246,Genuine,REVIEW,2742.6799110025167
CLM008331,CUST007369,POL0248070,47,Female,West,Home,4592.87,27926.31,40832.3,Medical,585,46.905544,No,Approved,25172.84,1.462144479524864,8.890367025411127,6.080361516872893,-12905.990000000002,0,0,1,0,0.46905544,Genuine,REVIEW,19152.612606129052
CLM026263,CUST004825,POL0612072,48,Female,South,Home,535.88,80309.0,32615.5,Medical,826,56.977177,No,Approved,28033.65,0.4061250918327958,60.86343957602448,149.86377547212064,47693.5,0,0,0,0,0.56977177,Fraudulent,REVIEW,18583.391055583954
CLM006548,CUST013128,POL0161506,60,Female,West,Auto,2262.89,44073.3,48977.51,Medical,365,44.758556,Yes,Under Review,30703.84,1.1112739459037557,21.64378736924906,19.47655431770877,-4904.209999999999,0,1,1,0,0.44758555,Genuine,REVIEW,21921.62589452535
CLM028325,CUST017796,POL0318022,54,Male,North,Auto,4097.37,75235.06,46724.02,Theft,841,61.657993,Yes,Under Review,42825.45,0.6210405095709367,11.403417314033147,18.36179305261668,28511.04,0,0,0,0,0.61657995,Fraudulent,REVIEW,28809.0939086616
CLM034166,CUST016560,POL0075342,51,Female,North,Home,3583.32,74641.15,22397.32,Accident,662,51.3639,No,Approved,13576.61,0.30006665224209433,6.250438141165176,20.83016587968699,52243.829999999994,0,0,0,0,0.513639,Fraudulent,REVIEW,11504.136448040008
CLM036248,CUST003446,POL0178076,35,Female,South,Health,3578.07,97615.55,9723.12,Property,616,54.59834,No,Approved,9008.06,0.09960626150239384,2.7174202852375724,27.28162109740726,87892.43000000001,0,0,0,0,0.5459834,Fraudulent,REVIEW,5308.661864562035
CLM028062,CUST010699,POL0723690,29,Female,East,Life,3137.18,29964.3,21896.21,Theft,468,52.111084,Yes,Under Review,19966.84,0.730743251135518,6.9795835750578545,9.55134866344934,8068.09,1,0,1,0,0.52111083,Fraudulent,REVIEW,11410.352225881219
CLM009912,CUST017277,POL0738963,61,Female,East,Home,1148.55,34397.29,12495.41,Medical,792,44.89745,No,Approved,10317.28,0.36326728064914415,10.879291280309957,29.948448043184886,21901.88,0,1,0,0,0.4489745,Genuine,REVIEW,5610.12033416152
CLM018680,CUST013268,POL0432787,18,Male,South,Life,689.86,26254.37,45897.56,Medical,809,63.770466,Yes,Under Review,28037.39,1.74818744460446,66.5317020844809,38.05753341257646,-19643.19,1,0,0,0,0.6377047,Fraudulent,REVIEW,29269.088373305796
CLM048979,CUST004496,POL0309201,70,Female,South,Home,873.78,7987.31,40167.28,Medical,307,38.813694,No,Approved,37523.79,5.028887072118147,45.969557554533175,9.141099590285885,-32179.969999999998,0,1,1,0,0.38813692,Genuine,REVIEW,15590.404477057456
CLM047667,CUST000098,POL0739217,65,Male,South,Health,1522.11,86048.52,46996.57,Medical,548,37.323483,No,Approved,33698.41,0.5461636063002594,30.87593537917759,56.532392534048135,39051.950000000004,0,1,1,0,0.37323484,Genuine,REVIEW,17540.757202127872
CLM040760,CUST005172,POL0555552,71,Male,North,Home,1942.27,37985.76,42632.56,Theft,771,43.331875,No,Rejected,42175.63,1.1223300521037356,21.949862789416507,19.55740448032457,-4646.799999999996,0,1,0,0,0.43331873,Genuine,REVIEW,18473.486933584212
CLM001854,CUST001885,POL0291040,55,Male,South,Life,4479.61,21595.2,33849.97,Property,578,48.18731,No,Approved,18399.03,1.5674765688671557,7.556454691368223,4.8207768086954,-12254.77,0,0,1,0,0.4818731,Genuine,REVIEW,16311.389810760618
CLM018944,CUST017088,POL0564263,47,Female,North,Health,3512.82,49908.94,13897.2,Medical,563,44.00844,No,Approved,12966.01,0.27845111517094934,3.956137803815738,14.207656526665186,36011.740000000005,0,0,1,0,0.4400844,Genuine,REVIEW,6115.9408930063255
CLM030971,CUST014083,POL0807118,28,Female,South,Health,2187.04,72922.95,37383.46,Property,550,54.051464,No,Approved,23424.32,0.5126432762251116,17.09317616504499,33.34321731655571,35539.49,1,0,1,0,0.54051465,Fraudulent,REVIEW,20206.30772145152
CLM041348,CUST000333,POL0247071,20,Male,North,Health,994.26,51317.0,13108.88,Medical,503,46.39602,No,Approved,10231.05,0.2554490714578015,13.184559370788325,51.6132601130489,38208.12,1,0,1,0,0.46396017,Genuine,REVIEW,6081.998203086852
CLM035683,CUST000904,POL0537805,45,Female,East,Health,232.74,75174.03,37493.84,Theft,429,49.134083,No,Approved,29561.81,0.4987605427033777,161.0975337286242,322.99574632637274,37680.19,0,0,1,0,0.49134085,Genuine,REVIEW,18422.255058763025
CLM034808,CUST004594,POL0670702,39,Female,East,Home,545.11,57517.76,21459.64,Theft,587,51.94335,No,Approved,17174.23,0.3730958924686914,39.36754049641357,105.51587752930601,36058.12,0,0,1,0,0.5194335,Fraudulent,REVIEW,11146.8558792305
CLM036641,CUST018413,POL0083741,43,Female,East,Home,2661.37,39762.06,17617.78,Medical,784,53.64665,Yes,Under Review,16535.69,0.44308016234571346,6.619816109747987,14.940447964770025,22144.28,0,0,0,0,0.5364665,Fraudulent,REVIEW,9451.348409707545
CLM030404,CUST019636,POL0151384,53,Male,East,Life,509.31,98386.57,7716.28,Theft,420,47.132538,No,Approved,5999.77,0.07842818384663679,15.150458463411281,193.176199171428,90670.29000000001,0,0,1,0,0.4713254,Genuine,REVIEW,3636.8787381553648
CLM015570,CUST008881,POL0389958,19,Male,North,Auto,1717.3,38739.34,19905.76,Property,812,48.5547,No,Approved,17638.07,0.5138383875409338,11.591311943166598,22.55828335177313,18833.579999999998,1,0,0,0,0.485547,Genuine,REVIEW,9665.182172746658
CLM018548,CUST012635,POL0662023,58,Female,East,Life,1898.91,9402.22,22708.8,Accident,622,40.475334,No,Approved,21367.28,2.4152593749135844,11.958860609507559,4.9513773691222855,-13306.58,0,0,0,0,0.40475333,Genuine,REVIEW,9191.462360572814
CLM029050,CUST016263,POL0713293,68,Male,East,Life,811.0,31603.73,33856.66,Theft,453,48.945683,No,Approved,32490.53,1.0712868386105059,41.74680641183724,38.96884093711467,-2252.930000000004,0,1,1,0,0.48945683,Genuine,REVIEW,16571.37355954528
CLM011351,CUST000904,POL0088682,58,Female,South,Life,638.04,79429.89,8195.36,Medical,486,44.83984,No,Rejected,5498.27,0.10317727998867933,12.84458654629804,124.49045514387814,71234.53,0,0,1,0,0.44839838,Genuine,REVIEW,3674.7861595773697
CLM001590,CUST004536,POL0189440,74,Female,West,Life,2205.32,28877.94,14931.24,Medical,452,46.02505,Yes,Under Review,8014.19,0.5170465760369334,6.770554840113906,13.094671068144304,13946.699999999999,0,1,1,0,0.46025053,Genuine,REVIEW,6872.11107378602
CLM045436,CUST004696,POL0134987,25,Male,South,Life,2366.89,47190.37,43648.27,Property,575,42.898293,No,Approved,27699.58,0.9249401943659267,18.441190760871862,19.937711511730587,3542.100000000006,1,0,1,0,0.4289829,Genuine,REVIEW,18724.36203357756
CLM026592,CUST013189,POL0544752,59,Female,South,Auto,3270.86,67714.81,7031.17,Accident,729,68.43128,Yes,Under Review,4050.52,0.10383503992701154,2.1496395443400207,20.702448285771936,60683.64,0,0,0,0,0.6843128,Fraudulent,REVIEW,4811.519773654938
CLM037974,CUST014083,POL0379314,44,Female,North,Health,2670.68,69899.44,45455.23,Theft,332,50.687195,No,Approved,40329.71,0.6502946232473393,17.020096005511707,26.17289978582234,24444.21,0,0,1,0,0.50687194,Fraudulent,REVIEW,23039.980554401875
CLM030807,CUST015034,POL0898236,24,Male,West,Home,319.64,22005.88,30991.17,Accident,470,45.004837,No,Approved,24436.91,1.408313141760293,96.95648229257915,68.84582655487424,-8985.289999999997,1,0,1,0,0.45004836,Genuine,REVIEW,13947.52514770299
CLM044070,CUST007785,POL0763232,64,Male,South,Auto,2148.98,17380.03,22518.16,Medical,662,47.6213,No,Approved,19192.39,1.2956341272138197,10.478534002177778,8.087571778238978,-5138.130000000001,0,1,0,0,0.47621298,Genuine,REVIEW,10723.440040855408
CLM008490,CUST012859,POL0460416,23,Male,North,Home,3149.24,45515.67,43053.02,Property,438,36.9726,No,Approved,33295.68,0.9458944578867015,13.670923778435432,14.452906097979195,2462.6500000000015,1,0,1,0,0.369726,Genuine,REVIEW,15917.820967940092
CLM001607,CUST001702,POL0762753,19,Female,South,Life,2069.19,80385.7,25786.21,Accident,697,50.0135,No,Approved,18542.6,0.32078105931776424,12.461982708209492,38.84887323058781,54599.49,1,0,0,0,0.500135,Fraudulent,REVIEW,12896.586254914402
CLM048352,CUST009159,POL0663992,31,Female,North,Auto,3218.39,23376.95,46943.2,Property,501,52.972813,No,Approved,38815.39,2.0080977201901873,14.585926503624483,7.263554137317106,-23566.249999999996,0,0,1,0,0.5297281,Fraudulent,REVIEW,24867.132829523085
CLM007340,CUST006802,POL0590435,49,Male,South,Health,1318.55,43193.83,5916.46,Medical,421,45.909126,Yes,Under Review,4098.05,0.13697465587098898,4.487095673277464,32.75858329225286,37277.37,0,0,1,0,0.45909125,Genuine,REVIEW,2716.1949940669538
CLM005016,CUST008202,POL0500792,65,Female,North,Auto,4211.43,87848.12,33503.31,Property,730,54.776497,Yes,Under Review,17325.81,0.38137765497998133,7.955328712575063,20.85945154021318,54344.81,0,1,0,0,0.54776496,Fraudulent,REVIEW,18351.93915987074
CLM019105,CUST002682,POL0413354,79,Male,North,Life,1795.44,62692.33,36059.91,Accident,679,48.273365,No,Approved,33728.88,0.5751885437979415,20.084163213474135,34.91752996479971,26632.42,0,1,0,0,0.48273367,Genuine,REVIEW,17407.33258226931
CLM020024,CUST016322,POL0101367,66,Female,North,Auto,2219.28,59674.58,36943.39,Theft,602,49.0458,No,Approved,28766.35,0.6190808548631594,16.646565552791895,26.889162250820085,22731.190000000002,0,1,0,0,0.49045798,Genuine,REVIEW,18119.180501169263
CLM030276,CUST015637,POL0420644,73,Female,North,Home,1930.98,6091.49,25207.06,Property,334,53.054237,Yes,Under Review,19625.4,4.138077875856318,13.05402438140219,3.1546106122279878,-19115.57,0,1,1,0,0.5305424,Fraudulent,REVIEW,13373.41344532013
CLM045182,CUST017812,POL0548271,22,Female,South,Home,669.73,10684.7,45949.36,Medical,633,30.402157,No,Approved,35320.12,4.300481997622769,68.60878264375197,15.953742552969107,-35264.66,1,0,0,0,0.30402157,Genuine,REVIEW,13969.5964347291
CLM017706,CUST010970,POL0887284,52,Female,South,Home,4622.83,88292.89,35362.13,Theft,459,46.79784,No,Rejected,25225.16,0.40050937283851507,7.649454987529284,19.099315787082805,52930.76,0,0,1,0,0.4679784,Genuine,REVIEW,16548.71259615928
CLM038711,CUST015083,POL0238351,23,Female,South,Health,4247.23,33437.45,36828.75,Theft,448,48.202343,No,Approved,34606.06,1.1014222077341425,8.671239843380274,7.8727664854505175,-3391.300000000003,1,0,1,0,0.48202345,Genuine,REVIEW,17752.32105139643
CLM016004,CUST015166,POL0554224,39,Male,East,Health,3944.29,70713.14,20508.64,Accident,748,45.917915,No,Approved,17987.44,0.2900258707221883,5.199577110202343,17.92797689825038,50204.5,0,0,0,0,0.45917916,Genuine,REVIEW,9417.140149040222
